cgpa,internships,projects,certifications,hackathons,aptitude_score,communication_score,branch,degree,skills,resume_text,placed
9.04,1,5,1,1,92.7,57.9,ME,M.Tech,"docker, numpy, scikit-learn","Built projects using docker, numpy, scikit-learn. Completed 5 projects, 1 internships, and worked on model evaluation.",0
5.93,1,1,2,2,62.2,71.9,AI&DS,BCA,"cloud, data cleaning, fastapi, feature engineering, model deployment, sql, streamlit, xgboost","Built projects using cloud, data cleaning, fastapi, feature engineering, model deployment, sql. Completed 1 projects, 1 internships, and worked on model evaluation.",0
6.89,1,1,3,1,59.7,80.3,AI&DS,M.Tech,"cloud, deep learning, excel, machine learning, numpy, sql, statistics","Built projects using cloud, deep learning, excel, machine learning, numpy, sql. Completed 1 projects, 1 internships, and worked on model evaluation.",0
6.85,2,2,2,2,56.9,32.5,AI&DS,MCA,"cloud, data cleaning, docker, model deployment, nlp, statistics","Built projects using cloud, data cleaning, docker, model deployment, nlp, statistics. Completed 2 projects, 2 internships, and worked on model evaluation.",0
7.52,0,5,0,1,78.0,65.2,ECE,B.Tech,"linux, nlp, numpy, opencv, python","Built projects using linux, nlp, numpy, opencv, python. Completed 5 projects, 0 internships, and worked on model evaluation.",0
8.32,1,3,1,1,83.3,62.6,ME,BCA,"cloud, deep learning, feature engineering, pandas, power bi","Built projects using cloud, deep learning, feature engineering, pandas, power bi. Completed 3 projects, 1 internships, and worked on model evaluation.",0
6.18,0,5,1,0,77.2,79.2,ME,B.Sc,"excel, feature engineering, linux","Built projects using excel, feature engineering, linux. Completed 5 projects, 0 internships, and worked on model evaluation.",1
6.54,2,2,1,0,38.8,72.7,ECE,MCA,"cloud, feature engineering, linux, power bi","Built projects using cloud, feature engineering, linux, power bi. Completed 2 projects, 2 internships, and worked on model evaluation.",0
5.82,0,6,2,2,58.9,75.2,EEE,B.Sc,"docker, feature engineering, java, machine learning, model deployment, numpy, opencv, python, statistics","Built projects using docker, feature engineering, java, machine learning, model deployment, numpy. Completed 6 projects, 0 internships, and worked on model evaluation.",0
8.19,0,2,2,2,56.7,75.7,IT,B.Sc,"deep learning, excel, git, streamlit, tableau","Built projects using deep learning, excel, git, streamlit, tableau. Completed 2 projects, 0 internships, and worked on model evaluation.",0
7.22,4,3,1,0,53.8,65.2,EEE,B.Sc,"cloud, docker, feature engineering, linux, model deployment, power bi, python, streamlit","Built projects using cloud, docker, feature engineering, linux, model deployment, power bi. Completed 3 projects, 4 internships, and worked on model evaluation.",0
7.66,2,4,1,0,87.4,83.2,AI&DS,BCA,"cloud, deep learning, docker, git, nlp, power bi, sql","Built projects using cloud, deep learning, docker, git, nlp, power bi. Completed 4 projects, 2 internships, and worked on model evaluation.",1
6.22,1,4,3,0,59.0,39.0,CSE,B.Sc,"cloud, docker, nlp","Built projects using cloud, docker, nlp. Completed 4 projects, 1 internships, and worked on model evaluation.",0
7.51,1,6,5,1,93.9,70.0,ME,M.Tech,"deep learning, docker, excel, feature engineering, git, linux, model deployment, pandas, statistics","Built projects using deep learning, docker, excel, feature engineering, git, linux. Completed 6 projects, 1 internships, and worked on model evaluation.",1
6.83,3,4,2,1,100.0,70.9,EEE,B.Tech,"cloud, docker, git, java, linux, machine learning, nlp, xgboost","Built projects using cloud, docker, git, java, linux, machine learning. Completed 4 projects, 3 internships, and worked on model evaluation.",1
7.73,1,3,1,1,80.6,65.1,IT,B.Tech,"cloud, data cleaning, git, machine learning, opencv, statistics","Built projects using cloud, data cleaning, git, machine learning, opencv, statistics. Completed 3 projects, 1 internships, and worked on model evaluation.",1
8.25,1,2,3,0,94.7,93.5,EEE,B.Sc,"data cleaning, docker, machine learning, pandas, power bi, python, sql, xgboost","Built projects using data cleaning, docker, machine learning, pandas, power bi, python. Completed 2 projects, 1 internships, and worked on model evaluation.",1
7.93,0,4,1,2,75.1,55.6,IT,MCA,"docker, git, pandas, power bi, statistics, streamlit, xgboost","Built projects using docker, git, pandas, power bi, statistics, streamlit. Completed 4 projects, 0 internships, and worked on model evaluation.",1
6.82,0,2,1,1,77.6,69.8,IT,MCA,"data cleaning, deep learning, docker, excel, feature engineering, machine learning, opencv, power bi, sql, tableau","Built projects using data cleaning, deep learning, docker, excel, feature engineering, machine learning. Completed 2 projects, 0 internships, and worked on model evaluation.",1
7.99,1,1,2,1,68.7,65.1,ECE,B.Sc,"docker, excel, feature engineering, git, java, machine learning, numpy, opencv, pandas, scikit-learn, xgboost","Built projects using docker, excel, feature engineering, git, java, machine learning. Completed 1 projects, 1 internships, and worked on model evaluation.",0
6.3,0,4,1,0,62.9,58.0,CSE,M.Tech,"excel, java, machine learning, nlp, numpy, pandas, statistics","Built projects using excel, java, machine learning, nlp, numpy, pandas. Completed 4 projects, 0 internships, and worked on model evaluation.",0
6.74,4,2,0,3,63.9,82.5,ECE,B.Sc,"docker, machine learning, statistics, streamlit","Built projects using docker, machine learning, statistics, streamlit. Completed 2 projects, 4 internships, and worked on model evaluation.",0
7.29,0,3,0,2,98.0,55.6,EEE,MCA,"fastapi, feature engineering, power bi, sql","Built projects using fastapi, feature engineering, power bi, sql. Completed 3 projects, 0 internships, and worked on model evaluation.",1
6.38,0,1,5,1,56.4,67.1,EEE,B.Sc,"fastapi, feature engineering, git, linux, machine learning, numpy, streamlit, xgboost","Built projects using fastapi, feature engineering, git, linux, machine learning, numpy. Completed 1 projects, 0 internships, and worked on model evaluation.",0
8.12,0,1,4,2,60.3,74.9,AI&DS,BCA,"cloud, docker, excel, fastapi, java, linux, power bi, streamlit, xgboost","Built projects using cloud, docker, excel, fastapi, java, linux. Completed 1 projects, 0 internships, and worked on model evaluation.",0
8.14,1,2,4,1,84.8,68.8,IT,BCA,"deep learning, docker, excel, fastapi, git, linux, xgboost","Built projects using deep learning, docker, excel, fastapi, git, linux. Completed 2 projects, 1 internships, and worked on model evaluation.",1
6.42,0,5,2,0,74.0,54.5,ECE,B.Sc,"data cleaning, excel, feature engineering, linux, scikit-learn, statistics, xgboost","Built projects using data cleaning, excel, feature engineering, linux, scikit-learn, statistics. Completed 5 projects, 0 internships, and worked on model evaluation.",0
6.56,1,2,2,0,59.5,69.1,EEE,B.Sc,"data cleaning, docker, fastapi, feature engineering, git, java, linux, nlp, pandas, statistics, tableau, xgboost","Built projects using data cleaning, docker, fastapi, feature engineering, git, java. Completed 2 projects, 1 internships, and worked on model evaluation.",0
7.49,2,3,2,1,84.8,69.1,Civil,BCA,"deep learning, model deployment, numpy, power bi, sql, streamlit","Built projects using deep learning, model deployment, numpy, power bi, sql, streamlit. Completed 3 projects, 2 internships, and worked on model evaluation.",1
8.65,0,3,1,0,86.8,72.0,ME,BCA,"deep learning, java, linux, pandas, power bi, tableau","Built projects using deep learning, java, linux, pandas, power bi, tableau. Completed 3 projects, 0 internships, and worked on model evaluation.",0
8.15,0,2,0,0,100.0,60.5,ME,M.Tech,"cloud, excel, fastapi, git, linux, machine learning, numpy, opencv, scikit-learn, sql","Built projects using cloud, excel, fastapi, git, linux, machine learning. Completed 2 projects, 0 internships, and worked on model evaluation.",1
6.53,0,7,4,2,75.6,61.9,ECE,B.Tech,"cloud, fastapi, git, java, model deployment, numpy, python, statistics, tableau, xgboost","Built projects using cloud, fastapi, git, java, model deployment, numpy. Completed 7 projects, 0 internships, and worked on model evaluation.",1
8.79,0,2,5,3,77.5,75.2,ME,B.Tech,"deep learning, opencv, python, streamlit, xgboost","Built projects using deep learning, opencv, python, streamlit, xgboost. Completed 2 projects, 0 internships, and worked on model evaluation.",1
6.54,0,1,3,2,72.5,56.6,AI&DS,M.Tech,"linux, python, streamlit, xgboost","Built projects using linux, python, streamlit, xgboost. Completed 1 projects, 0 internships, and worked on model evaluation.",0
6.96,1,4,1,1,78.2,87.8,ECE,M.Tech,"excel, model deployment","Built projects using excel, model deployment. Completed 4 projects, 1 internships, and worked on model evaluation.",1
7.59,3,3,5,4,78.1,80.1,CSE,M.Tech,"feature engineering, java, machine learning, model deployment, nlp, pandas, statistics","Built projects using feature engineering, java, machine learning, model deployment, nlp, pandas. Completed 3 projects, 3 internships, and worked on model evaluation.",1
4.99,2,4,2,2,72.8,69.8,Civil,MCA,"cloud, data cleaning, git, machine learning, opencv, tableau","Built projects using cloud, data cleaning, git, machine learning, opencv, tableau. Completed 4 projects, 2 internships, and worked on model evaluation.",1
6.3,0,4,0,2,66.2,65.7,CSE,MCA,"data cleaning, fastapi, git, linux, nlp, sql, tableau","Built projects using data cleaning, fastapi, git, linux, nlp, sql. Completed 4 projects, 0 internships, and worked on model evaluation.",0
7.02,0,5,0,0,78.9,80.7,CSE,M.Tech,"machine learning, nlp, opencv, pandas, python, scikit-learn, sql, tableau, xgboost","Built projects using machine learning, nlp, opencv, pandas, python, scikit-learn. Completed 5 projects, 0 internships, and worked on model evaluation.",0
8.27,0,3,1,0,74.0,100.0,IT,BCA,"data cleaning, docker, feature engineering, java, linux, model deployment, numpy, opencv, pandas, tableau, xgboost","Built projects using data cleaning, docker, feature engineering, java, linux, model deployment. Completed 3 projects, 0 internships, and worked on model evaluation.",1
6.09,0,5,3,0,64.1,64.8,AI&DS,M.Tech,"docker, excel, feature engineering, opencv, power bi, statistics","Built projects using docker, excel, feature engineering, opencv, power bi, statistics. Completed 5 projects, 0 internships, and worked on model evaluation.",0
6.12,2,3,2,0,45.2,77.1,Civil,MCA,"feature engineering, linux, machine learning, nlp, pandas","Built projects using feature engineering, linux, machine learning, nlp, pandas. Completed 3 projects, 2 internships, and worked on model evaluation.",0
6.53,0,1,1,3,82.4,70.4,IT,BCA,"data cleaning, fastapi, machine learning, pandas, scikit-learn, streamlit","Built projects using data cleaning, fastapi, machine learning, pandas, scikit-learn, streamlit. Completed 1 projects, 0 internships, and worked on model evaluation.",1
6.95,0,2,2,0,82.3,68.4,ME,B.Sc,"data cleaning, fastapi, java, linux, nlp, opencv, tableau","Built projects using data cleaning, fastapi, java, linux, nlp, opencv. Completed 2 projects, 0 internships, and worked on model evaluation.",0
7.74,2,3,1,1,58.2,83.8,EEE,M.Tech,"excel, git, linux, sql, xgboost","Built projects using excel, git, linux, sql, xgboost. Completed 3 projects, 2 internships, and worked on model evaluation.",1
5.73,0,3,2,1,46.9,64.6,IT,M.Tech,"data cleaning, deep learning, excel, linux, power bi, python, tableau","Built projects using data cleaning, deep learning, excel, linux, power bi, python. Completed 3 projects, 0 internships, and worked on model evaluation.",0
7.4,1,1,2,1,63.8,51.9,Civil,M.Tech,"data cleaning, deep learning, docker, tableau","Built projects using data cleaning, deep learning, docker, tableau. Completed 1 projects, 1 internships, and worked on model evaluation.",0
6.55,1,3,3,0,67.1,67.7,Civil,M.Tech,"docker, git, python, scikit-learn, sql, streamlit, tableau, xgboost","Built projects using docker, git, python, scikit-learn, sql, streamlit. Completed 3 projects, 1 internships, and worked on model evaluation.",1
8.35,1,0,2,0,51.8,74.7,IT,B.Sc,"excel, tableau","Built projects using excel, tableau. Completed 0 projects, 1 internships, and worked on model evaluation.",0
9.16,1,4,2,0,60.2,51.1,Civil,B.Tech,"cloud, docker, nlp, sql, streamlit","Built projects using cloud, docker, nlp, sql, streamlit. Completed 4 projects, 1 internships, and worked on model evaluation.",0
8.28,1,3,3,1,84.2,23.5,ECE,B.Sc,"fastapi, git, nlp, streamlit, tableau","Built projects using fastapi, git, nlp, streamlit, tableau. Completed 3 projects, 1 internships, and worked on model evaluation.",0
7.62,0,4,1,0,93.6,52.3,IT,BCA,"excel, git, machine learning, model deployment","Built projects using excel, git, machine learning, model deployment. Completed 4 projects, 0 internships, and worked on model evaluation.",1
7.62,0,5,2,0,86.8,88.7,AI&DS,B.Tech,"data cleaning, git, model deployment, scikit-learn, streamlit","Built projects using data cleaning, git, model deployment, scikit-learn, streamlit. Completed 5 projects, 0 internships, and worked on model evaluation.",1
7.38,0,2,2,0,75.1,80.6,EEE,B.Tech,"docker, feature engineering, git, model deployment, nlp, numpy, statistics, streamlit, tableau","Built projects using docker, feature engineering, git, model deployment, nlp, numpy. Completed 2 projects, 0 internships, and worked on model evaluation.",1
8.35,0,2,1,0,40.7,58.4,EEE,B.Tech,"model deployment, nlp, opencv, power bi, sql, tableau, xgboost","Built projects using model deployment, nlp, opencv, power bi, sql, tableau. Completed 2 projects, 0 internships, and worked on model evaluation.",0
7.39,0,1,0,2,73.9,49.6,AI&DS,MCA,"data cleaning, machine learning, numpy, pandas, power bi","Built projects using data cleaning, machine learning, numpy, pandas, power bi. Completed 1 projects, 0 internships, and worked on model evaluation.",0
7.43,0,5,3,0,65.0,63.7,EEE,BCA,"docker, fastapi, java, nlp, opencv, python, sql","Built projects using docker, fastapi, java, nlp, opencv, python. Completed 5 projects, 0 internships, and worked on model evaluation.",0
8.94,2,1,3,0,69.7,68.1,ECE,BCA,"docker, git, machine learning, pandas, statistics","Built projects using docker, git, machine learning, pandas, statistics. Completed 1 projects, 2 internships, and worked on model evaluation.",0
7.76,1,4,2,2,52.1,69.7,EEE,MCA,"machine learning, model deployment, opencv, pandas, scikit-learn","Built projects using machine learning, model deployment, opencv, pandas, scikit-learn. Completed 4 projects, 1 internships, and worked on model evaluation.",0
6.62,0,1,2,1,95.6,77.0,EEE,M.Tech,"deep learning, fastapi, git, numpy, pandas, statistics, streamlit","Built projects using deep learning, fastapi, git, numpy, pandas, statistics. Completed 1 projects, 0 internships, and worked on model evaluation.",1
7.19,1,2,0,1,82.8,71.1,EEE,MCA,"data cleaning, nlp, pandas, python, streamlit, xgboost","Built projects using data cleaning, nlp, pandas, python, streamlit, xgboost. Completed 2 projects, 1 internships, and worked on model evaluation.",1
6.09,0,2,2,0,33.0,83.1,IT,B.Tech,"cloud, docker, feature engineering, model deployment, numpy, scikit-learn","Built projects using cloud, docker, feature engineering, model deployment, numpy, scikit-learn. Completed 2 projects, 0 internships, and worked on model evaluation.",0
8.97,0,2,1,2,75.4,60.7,AI&DS,MCA,"cloud, deep learning, docker, fastapi, linux, nlp, python, sql","Built projects using cloud, deep learning, docker, fastapi, linux, nlp. Completed 2 projects, 0 internships, and worked on model evaluation.",1
7.5,1,2,2,0,75.1,73.8,ECE,MCA,"java, nlp, pandas, python, scikit-learn, tableau","Built projects using java, nlp, pandas, python, scikit-learn, tableau. Completed 2 projects, 1 internships, and worked on model evaluation.",0
8.07,1,7,3,1,70.6,40.5,IT,M.Tech,"deep learning, fastapi, feature engineering, java, model deployment, numpy, power bi","Built projects using deep learning, fastapi, feature engineering, java, model deployment, numpy. Completed 7 projects, 1 internships, and worked on model evaluation.",1
8.64,3,5,0,1,53.4,77.6,IT,B.Tech,"cloud, data cleaning, feature engineering, java, linux, machine learning, nlp, pandas, scikit-learn, streamlit","Built projects using cloud, data cleaning, feature engineering, java, linux, machine learning. Completed 5 projects, 3 internships, and worked on model evaluation.",1
6.88,1,1,2,1,77.2,70.8,ECE,M.Tech,"data cleaning, java, model deployment, numpy, power bi, python, streamlit","Built projects using data cleaning, java, model deployment, numpy, power bi, python. Completed 1 projects, 1 internships, and worked on model evaluation.",0
7.0,0,3,0,2,75.4,72.9,ME,MCA,"deep learning, fastapi, feature engineering, numpy, scikit-learn","Built projects using deep learning, fastapi, feature engineering, numpy, scikit-learn. Completed 3 projects, 0 internships, and worked on model evaluation.",0
9.53,0,4,2,3,76.1,72.0,AI&DS,BCA,"numpy, opencv, power bi, python, scikit-learn, streamlit","Built projects using numpy, opencv, power bi, python, scikit-learn, streamlit. Completed 4 projects, 0 internships, and worked on model evaluation.",1
5.77,1,0,0,1,58.4,48.9,ME,M.Tech,"deep learning, java, linux, machine learning, opencv, python, sql, tableau","Built projects using deep learning, java, linux, machine learning, opencv, python. Completed 0 projects, 1 internships, and worked on model evaluation.",0
7.51,1,7,0,1,72.3,58.1,EEE,B.Tech,"cloud, docker, linux, nlp, pandas, sql, streamlit","Built projects using cloud, docker, linux, nlp, pandas, sql. Completed 7 projects, 1 internships, and worked on model evaluation.",1
8.69,2,1,1,5,85.5,60.7,Civil,MCA,"cloud, data cleaning, docker, fastapi, java, pandas, statistics","Built projects using cloud, data cleaning, docker, fastapi, java, pandas. Completed 1 projects, 2 internships, and worked on model evaluation.",0
8.55,2,4,4,2,61.8,35.0,IT,BCA,"data cleaning, docker, excel, linux, numpy, opencv, tableau, xgboost","Built projects using data cleaning, docker, excel, linux, numpy, opencv. Completed 4 projects, 2 internships, and worked on model evaluation.",1
8.81,2,2,2,1,69.3,54.4,CSE,BCA,"excel, git, opencv, python, scikit-learn, streamlit, xgboost","Built projects using excel, git, opencv, python, scikit-learn, streamlit. Completed 2 projects, 2 internships, and worked on model evaluation.",1
6.12,2,2,0,1,42.0,40.8,ECE,B.Sc,"docker, excel, java, model deployment, opencv, pandas, streamlit, tableau","Built projects using docker, excel, java, model deployment, opencv, pandas. Completed 2 projects, 2 internships, and worked on model evaluation.",0
7.57,2,7,6,1,78.4,86.3,AI&DS,M.Tech,"docker, git, machine learning, model deployment, power bi, statistics","Built projects using docker, git, machine learning, model deployment, power bi, statistics. Completed 7 projects, 2 internships, and worked on model evaluation.",1
6.72,0,4,1,1,79.5,47.4,ME,B.Sc,"model deployment, numpy","Built projects using model deployment, numpy. Completed 4 projects, 0 internships, and worked on model evaluation.",0
7.11,1,0,1,0,77.4,77.7,IT,M.Tech,"deep learning, feature engineering, git, model deployment, pandas, scikit-learn, streamlit","Built projects using deep learning, feature engineering, git, model deployment, pandas, scikit-learn. Completed 0 projects, 1 internships, and worked on model evaluation.",1
6.16,1,4,2,0,36.0,61.6,CSE,M.Tech,"cloud, docker, excel, nlp, power bi, sql, tableau","Built projects using cloud, docker, excel, nlp, power bi, sql. Completed 4 projects, 1 internships, and worked on model evaluation.",0
4.91,2,0,0,0,62.3,49.9,ECE,MCA,"git, linux, nlp, numpy, python, scikit-learn, tableau, xgboost","Built projects using git, linux, nlp, numpy, python, scikit-learn. Completed 0 projects, 2 internships, and worked on model evaluation.",0
7.04,2,2,3,0,69.3,58.6,IT,B.Tech,"cloud, data cleaning, feature engineering, nlp, power bi","Built projects using cloud, data cleaning, feature engineering, nlp, power bi. Completed 2 projects, 2 internships, and worked on model evaluation.",1
6.03,0,3,2,0,75.8,68.2,IT,B.Tech,"data cleaning, docker, fastapi, git, linux, model deployment, numpy, scikit-learn, streamlit","Built projects using data cleaning, docker, fastapi, git, linux, model deployment. Completed 3 projects, 0 internships, and worked on model evaluation.",0
7.25,2,1,1,0,52.4,67.4,IT,BCA,"cloud, data cleaning, feature engineering, java, linux, sql, tableau","Built projects using cloud, data cleaning, feature engineering, java, linux, sql. Completed 1 projects, 2 internships, and worked on model evaluation.",0
6.4,4,2,2,2,55.2,79.3,EEE,B.Sc,"java, model deployment, sql, xgboost","Built projects using java, model deployment, sql, xgboost. Completed 2 projects, 4 internships, and worked on model evaluation.",0
8.13,2,7,6,2,67.3,77.1,EEE,B.Tech,"fastapi, java","Built projects using fastapi, java. Completed 7 projects, 2 internships, and worked on model evaluation.",1
6.39,0,3,4,0,62.8,56.2,IT,MCA,"cloud, docker, java, linux","Built projects using cloud, docker, java, linux. Completed 3 projects, 0 internships, and worked on model evaluation.",0
6.05,1,3,2,1,67.5,69.2,Civil,M.Tech,"deep learning, excel, java, nlp, python, sql, tableau","Built projects using deep learning, excel, java, nlp, python, sql. Completed 3 projects, 1 internships, and worked on model evaluation.",0
8.69,0,5,1,0,47.8,56.7,IT,M.Tech,"data cleaning, fastapi, feature engineering, java, linux, nlp, opencv, python, statistics, xgboost","Built projects using data cleaning, fastapi, feature engineering, java, linux, nlp. Completed 5 projects, 0 internships, and worked on model evaluation.",1
5.32,3,2,0,1,64.9,52.5,ME,MCA,"deep learning, git, java, python, sql, statistics, streamlit, xgboost","Built projects using deep learning, git, java, python, sql, statistics. Completed 2 projects, 3 internships, and worked on model evaluation.",1
7.65,3,1,3,1,86.6,82.8,Civil,B.Tech,"fastapi, model deployment, pandas, scikit-learn, xgboost","Built projects using fastapi, model deployment, pandas, scikit-learn, xgboost. Completed 1 projects, 3 internships, and worked on model evaluation.",1
6.85,3,1,2,2,83.8,74.1,ECE,BCA,"cloud, deep learning, feature engineering, java, model deployment, opencv, python, xgboost","Built projects using cloud, deep learning, feature engineering, java, model deployment, opencv. Completed 1 projects, 3 internships, and worked on model evaluation.",0
6.0,1,1,3,2,75.4,74.5,IT,B.Tech,"cloud, excel, numpy, power bi, python, scikit-learn, xgboost","Built projects using cloud, excel, numpy, power bi, python, scikit-learn. Completed 1 projects, 1 internships, and worked on model evaluation.",0
6.7,1,7,2,1,70.6,56.2,CSE,M.Tech,"cloud, deep learning, docker, feature engineering, git, java, machine learning, numpy, pandas, power bi, scikit-learn, statistics, xgboost","Built projects using cloud, deep learning, docker, feature engineering, git, java. Completed 7 projects, 1 internships, and worked on model evaluation.",1
6.8,3,4,2,2,58.6,77.8,ECE,M.Tech,"excel, pandas, scikit-learn, xgboost","Built projects using excel, pandas, scikit-learn, xgboost. Completed 4 projects, 3 internships, and worked on model evaluation.",1
7.06,2,1,2,2,48.6,52.5,CSE,M.Tech,"linux, numpy, scikit-learn, sql, statistics","Built projects using linux, numpy, scikit-learn, sql, statistics. Completed 1 projects, 2 internships, and worked on model evaluation.",0
7.82,0,3,2,2,47.6,68.6,IT,B.Sc,"docker, numpy, scikit-learn, sql","Built projects using docker, numpy, scikit-learn, sql. Completed 3 projects, 0 internships, and worked on model evaluation.",0
5.08,2,1,1,1,47.4,69.3,ME,MCA,"data cleaning, deep learning, docker, excel, power bi, tableau","Built projects using data cleaning, deep learning, docker, excel, power bi, tableau. Completed 1 projects, 2 internships, and worked on model evaluation.",0
6.76,1,3,3,1,79.5,68.8,EEE,M.Tech,"cloud, deep learning, docker, fastapi, feature engineering, git, linux, scikit-learn, sql, statistics, tableau","Built projects using cloud, deep learning, docker, fastapi, feature engineering, git. Completed 3 projects, 1 internships, and worked on model evaluation.",1
9.53,1,2,1,2,78.1,76.3,IT,B.Sc,"data cleaning, deep learning, git, machine learning, nlp, numpy, pandas","Built projects using data cleaning, deep learning, git, machine learning, nlp, numpy. Completed 2 projects, 1 internships, and worked on model evaluation.",1
7.29,1,3,1,2,57.7,57.5,IT,M.Tech,"fastapi, git, nlp, numpy, opencv, pandas, sql","Built projects using fastapi, git, nlp, numpy, opencv, pandas. Completed 3 projects, 1 internships, and worked on model evaluation.",0
8.94,2,2,1,1,61.3,36.4,AI&DS,BCA,"cloud, opencv, pandas, power bi","Built projects using cloud, opencv, pandas, power bi. Completed 2 projects, 2 internships, and worked on model evaluation.",1
7.96,1,5,1,1,69.6,73.9,ME,BCA,"fastapi, machine learning, model deployment, nlp, xgboost","Built projects using fastapi, machine learning, model deployment, nlp, xgboost. Completed 5 projects, 1 internships, and worked on model evaluation.",1
7.93,2,0,1,0,76.8,59.0,ME,MCA,"docker, machine learning, nlp, pandas, scikit-learn, sql, statistics","Built projects using docker, machine learning, nlp, pandas, scikit-learn, sql. Completed 0 projects, 2 internships, and worked on model evaluation.",0
6.36,1,1,3,1,71.9,79.0,ECE,M.Tech,"docker, excel, fastapi, feature engineering, git, opencv, power bi, python, streamlit, tableau","Built projects using docker, excel, fastapi, feature engineering, git, opencv. Completed 1 projects, 1 internships, and worked on model evaluation.",0
7.85,1,1,2,1,69.3,84.2,AI&DS,M.Tech,"data cleaning, model deployment, streamlit, tableau","Built projects using data cleaning, model deployment, streamlit, tableau. Completed 1 projects, 1 internships, and worked on model evaluation.",1
8.41,1,1,0,1,95.2,45.8,Civil,B.Sc,"docker, excel, feature engineering, java, linux, opencv","Built projects using docker, excel, feature engineering, java, linux, opencv. Completed 1 projects, 1 internships, and worked on model evaluation.",0
7.18,0,4,3,1,74.5,75.0,IT,MCA,"docker, java, machine learning, pandas, python, sql, tableau","Built projects using docker, java, machine learning, pandas, python, sql. Completed 4 projects, 0 internships, and worked on model evaluation.",1
7.81,1,0,0,1,62.4,95.8,IT,B.Tech,"cloud, docker, excel, fastapi, linux, model deployment, nlp, opencv, pandas, scikit-learn","Built projects using cloud, docker, excel, fastapi, linux, model deployment. Completed 0 projects, 1 internships, and worked on model evaluation.",0
7.59,1,5,5,1,48.8,67.0,AI&DS,MCA,"data cleaning, docker, fastapi, java, machine learning, nlp, opencv, python, sql, streamlit, tableau","Built projects using data cleaning, docker, fastapi, java, machine learning, nlp. Completed 5 projects, 1 internships, and worked on model evaluation.",1
8.25,0,5,2,0,75.7,32.3,ME,M.Tech,"docker, machine learning, nlp, pandas, python, sql, streamlit, xgboost","Built projects using docker, machine learning, nlp, pandas, python, sql. Completed 5 projects, 0 internships, and worked on model evaluation.",0
7.97,4,3,2,1,69.6,59.4,ME,M.Tech,"data cleaning, deep learning, excel, git, nlp, numpy, sql, statistics, streamlit, xgboost","Built projects using data cleaning, deep learning, excel, git, nlp, numpy. Completed 3 projects, 4 internships, and worked on model evaluation.",1
6.53,1,1,0,0,60.3,66.6,ECE,BCA,"feature engineering, machine learning, scikit-learn, statistics","Built projects using feature engineering, machine learning, scikit-learn, statistics. Completed 1 projects, 1 internships, and worked on model evaluation.",0
7.45,1,5,2,4,68.3,85.5,ME,BCA,"cloud, docker, nlp","Built projects using cloud, docker, nlp. Completed 5 projects, 1 internships, and worked on model evaluation.",1
8.3,0,3,0,0,86.0,80.6,AI&DS,BCA,"cloud, deep learning, excel, git, java, model deployment, pandas, power bi, statistics","Built projects using cloud, deep learning, excel, git, java, model deployment. Completed 3 projects, 0 internships, and worked on model evaluation.",0
8.34,1,1,1,1,80.9,37.3,ME,B.Tech,"data cleaning, deep learning, feature engineering, git, linux, machine learning, model deployment, pandas, python, tableau","Built projects using data cleaning, deep learning, feature engineering, git, linux, machine learning. Completed 1 projects, 1 internships, and worked on model evaluation.",0
8.56,3,6,4,0,61.8,81.9,ME,MCA,"deep learning, power bi, statistics, streamlit","Built projects using deep learning, power bi, statistics, streamlit. Completed 6 projects, 3 internships, and worked on model evaluation.",1
7.97,2,3,2,0,66.5,61.9,ME,B.Tech,"excel, java, machine learning, model deployment, numpy, python, sql","Built projects using excel, java, machine learning, model deployment, numpy, python. Completed 3 projects, 2 internships, and worked on model evaluation.",0
8.85,5,10,5,1,56.2,78.5,AI&DS,BCA,"feature engineering, linux, statistics, streamlit, xgboost","Built projects using feature engineering, linux, statistics, streamlit, xgboost. Completed 10 projects, 5 internships, and worked on model evaluation.",1
6.8,1,3,3,1,67.7,60.4,AI&DS,B.Sc,"excel, java, linux, numpy, python, streamlit","Built projects using excel, java, linux, numpy, python, streamlit. Completed 3 projects, 1 internships, and worked on model evaluation.",1
6.9,1,4,3,0,57.6,82.5,IT,MCA,"docker, fastapi, linux, model deployment, nlp, power bi, python, scikit-learn, sql","Built projects using docker, fastapi, linux, model deployment, nlp, power bi. Completed 4 projects, 1 internships, and worked on model evaluation.",0
7.24,0,3,2,3,53.6,57.8,EEE,BCA,"cloud, docker, excel, feature engineering, linux, power bi, python, scikit-learn, xgboost","Built projects using cloud, docker, excel, feature engineering, linux, power bi. Completed 3 projects, 0 internships, and worked on model evaluation.",1
8.87,4,3,4,2,39.9,60.0,ECE,MCA,"docker, linux, pandas, sql, streamlit, xgboost","Built projects using docker, linux, pandas, sql, streamlit, xgboost. Completed 3 projects, 4 internships, and worked on model evaluation.",1
7.64,1,2,3,0,64.5,43.3,EEE,BCA,"data cleaning, deep learning, machine learning, numpy, opencv, python, sql","Built projects using data cleaning, deep learning, machine learning, numpy, opencv, python. Completed 2 projects, 1 internships, and worked on model evaluation.",1
7.56,1,5,1,2,39.6,81.3,CSE,M.Tech,"fastapi, feature engineering, git, numpy, scikit-learn, xgboost","Built projects using fastapi, feature engineering, git, numpy, scikit-learn, xgboost. Completed 5 projects, 1 internships, and worked on model evaluation.",0
